Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal)
6H0,1.0,1.160482125,FAUC,0.938,53.3035,0.34,0.34,0.5,0.469,0.5442661166249999
6H0,1.0,0.16540205000000002,FAUC,0.691,53.3035,0.37,0.37,0.5,0.3455,0.057146408275000005
6H0,1.0,0.4975400375,FAUC,0.595,53.3035,0.38,0.38,0.5,0.2975,0.14801816115625
6H0,1.0,0.3321379875,FAUC,0.8059999999999999,53.3035,0.55,0.55,0.5,0.40299999999999997,0.1338516089625
6H0,1.0,0.4975400375,FAUC,0.787,53.3035,0.58,0.58,0.5,0.3935,0.19578200475625
6H0,1.0,0.3321379875,FAUC,0.34600000000000003,53.3035,0.71,0.71,0.5,0.17300000000000001,0.05745987183750001
6H0,1.0,0.16540205000000002,FAUC,0.922,53.3035,7.56,7.56,0.5,0.461,0.07625034505000002
6H0,1.0,0.16540205000000002,FAUC,0.691,53.3035,7.84,7.84,0.5,0.3455,0.057146408275000005
6H0,1.0,0.3321379875,FAUC,0.72,53.3035,8.75,8.75,0.5,0.36,0.1195696755
6H0,1.0,0.16540205000000002,FAUC,1.267,53.3035,11.0,11.0,0.5,0.6335,0.10478219867500001
6H0,1.0,0.16540205000000002,FAUC,0.518,53.3035,11.92,11.92,0.5,0.259,0.042839130950000005
6H0,1.0,0.3321379875,FAUC,1.0659999999999998,53.3035,12.86,12.86,0.5,0.5329999999999999,0.17702954733749998
6H0,1.0,0.16540205000000002,FAUC,0.518,53.3035,12.95,12.95,0.5,0.259,0.042839130950000005
6H0,1.0,0.16540205000000002,FAUC,0.518,53.3035,13.13,13.13,0.5,0.259,0.042839130950000005
6H0,1.0,0.3321379875,FAUC,1.0659999999999998,53.3035,13.36,13.36,0.5,0.5329999999999999,0.17702954733749998
6H0,1.0,0.4975400375,FAUC,0.653,53.3035,13.54,13.54,0.5,0.3265,0.16244682224375
6H0,1.0,0.3321379875,FAUC,0.634,53.3035,13.56,13.56,0.5,0.317,0.1052877420375
6H0,1.0,9.95080075,SHWR,1.761,53.3035,13.62,13.62,0.8379162513270607,1.4755705185869539,14.683108223032951
6H0,1.0,0.3321379875,FAUC,0.34600000000000003,53.3035,13.85,13.85,0.5,0.17300000000000001,0.05745987183750001
6H0,1.0,0.3321379875,FAUC,0.691,53.3035,13.86,13.86,0.5,0.3455,0.11475367468125
6H0,1.0,0.3321379875,FAUC,0.461,53.3035,13.88,13.88,0.5,0.2305,0.07655780611875
6H0,1.0,0.16540205000000002,FAUC,0.518,53.3035,13.89,13.89,0.5,0.259,0.042839130950000005
6H0,1.0,0.4975400375,FAUC,0.595,53.3035,13.9,13.9,0.5,0.2975,0.14801816115625
6H0,1.0,0.6629420875000002,FAUC,0.936,53.3035,13.95,13.95,0.5,0.468,0.3102568969500001
6H0,1.0,0.8296780250000001,FAUC,1.82,53.3035,15.24,15.24,0.5,0.91,0.7550070027500001
6H0,1.0,0.995080075,FAUC,0.5379999999999999,53.3035,15.66,15.66,0.5,0.26899999999999996,0.2676765401749999
6H0,1.0,0.4975400375,FAUC,0.5379999999999999,53.3035,15.68,15.68,0.5,0.26899999999999996,0.13383827008749996
6H0,1.0,0.3321379875,FAUC,0.547,53.3035,15.7,15.7,0.5,0.2735,0.09083973958125001
6H0,1.0,3.3840099999999986,CWSH,1.048,53.3035,16.83,16.83,0.22,0.23056000000000001,0.7802173455999998
6H0,1.0,2.03,CWSH,1.494,53.3035,17.14,17.14,0.22,0.32868,0.6672204
6H0,1.0,2.36901,CWSH,1.3230000000000002,53.3035,17.2,17.2,0.22,0.29106000000000004,0.6895240506000001
6H0,1.0,2.03,CWSH,1.5590000000000002,53.3035,17.32,17.32,0.22,0.34298000000000006,0.6962494
6H0,1.0,1.015,CWSH,1.645,53.3035,17.4,17.4,0.22,0.3619,0.36732849999999995
6H0,1.0,2.03,CWSH,1.5590000000000002,53.3035,17.48,17.48,0.22,0.34298000000000006,0.6962494
6H0,1.0,1.6909899999999998,CWSH,1.405,53.3035,17.57,17.57,0.22,0.3091,0.5226850089999999
6H0,1.0,2.03,CWSH,1.524,53.3035,17.66,17.66,0.22,0.33528,0.6806184
6H0,1.0,0.3321379875,FAUC,0.893,53.3035,17.73,17.73,0.5,0.4465,0.14829961141875
6H0,1.0,2.36901,CWSH,1.055,53.3035,17.74,17.74,0.22,0.2321,0.5498472209999999
6H0,1.0,0.3321379875,FAUC,0.634,53.3035,17.89,17.89,0.5,0.317,0.1052877420375
6H0,1.0,0.16540205000000002,FAUC,1.094,53.3035,18.09,18.09,0.5,0.547,0.09047492135000001
6H0,1.0,5.414009999999998,CWSH,1.665,53.3035,18.67,18.67,0.22,0.3663,1.9831518629999996
6H0,1.0,2.36901,CWSH,1.813,53.3035,18.97,18.97,0.22,0.39886,0.9449033285999999
6H0,1.0,2.03,CWSH,2.025,53.3035,19.03,19.03,0.22,0.4455,0.904365
6H0,1.0,2.36901,CWSH,2.011,53.3035,19.15,19.15,0.22,0.44242000000000004,1.0480974042
6H0,1.0,2.03,CWSH,1.724,53.3035,19.23,19.23,0.22,0.37928,0.7699383999999999
6H0,1.0,3.4827802625000004,BATH,3.229,53.3035,19.33,19.33,0.8379162513270607,2.705631575535079,9.423120248870353
6H0,1.0,0.3321379875,FAUC,0.72,53.3035,19.76,19.76,0.5,0.36,0.1195696755
6H0,1.0,0.3321379875,FAUC,0.634,53.3035,19.78,19.78,0.5,0.317,0.1052877420375
6H0,1.0,0.16540205000000002,FAUC,0.691,53.3035,20.32,20.32,0.5,0.3455,0.057146408275000005
6H0,1.0,0.16540205000000002,FAUC,0.518,53.3035,20.89,20.89,0.5,0.259,0.042839130950000005
6H0,1.0,1.160482125,FAUC,1.119,53.3035,20.91,20.91,0.5,0.5595,0.6492897489374999
6H0,1.0,0.4975400375,FAUC,0.826,53.3035,20.98,20.98,0.5,0.413,0.20548403548749997
6H0,1.0,0.3321379875,FAUC,0.72,53.3035,21.03,21.03,0.5,0.36,0.1195696755
